"L","W","Ap","Sept","label"
1.42959814419661,0.669213006426141,0.240176239581606,0.42355418561047,del1_7
0.476323663310958,0.724477048247139,0.850147641693618,0.42355418561047,del1_7
1.0583228200622,0.862637152799632,-1.10176084506482,0.42355418561047,del1_7
0.55659940906975,0.890269173710131,-0.857772284220016,0.42355418561047,del1_7
0.787392178126277,1.01461326780738,0.728153361271216,0.42355418561047,del1_7
0.636875154828542,0.959349225986378,-0.247800882108004,0.42355418561047,del1_7
-0.0555031523410385,0.793557100523385,-0.125806601685601,0.42355418561047,del1_7
1.60018410393405,0.724477048247139,0.850147641693618,0.42355418561047,del8
-0.687674650191526,0.724477048247139,1.33812476338323,0.42355418561047,del9_16
0.295703235353676,0.379076786865905,-0.125806601685601,0.42355418561047,del9_16
-0.115709961660133,0.765925079612887,0.118181959159204,0.42355418561047,del9_16
0.275634298913978,0.227100671858161,0.118181959159204,0.42355418561047,del9_16
-0.306364857837263,0.613948964605144,-0.125806601685601,0.42355418561047,del9_16
0.225461957814733,-1.25121244685352,-1.34574940590963,0.42355418561047,acutior
0.75728877346673,-1.87293291733974,-1.58973796675443,0.42355418561047,acutior
-0.145813366319679,-1.61042871869,-0.979766564642418,0.42355418561047,acutior
-0.296330389617414,-1.55516467686901,-1.71173224717683,0.42355418561047,acutior
0.195358553155186,-1.88674892779499,-1.34574940590963,0.42355418561047,acutior
-0.286295921397566,-2.06635706371323,-1.58973796675443,0.42355418561047,acutior
-1.51050104421914,-0.61567596591205,1.09413620253842,-2.28719260229654,interfixa
-0.175916770979227,-0.0906675686125737,2.31407900676245,0.42355418561047,teretiuscula
0.707116432367485,0.0336765254846704,-0.247800882108004,0.42355418561047,del9_16
0.917840264984314,0.323812745044907,-0.491789442952808,0.42355418561047,del9_16
0.115082807396394,0.296180724134409,0.118181959159204,0.42355418561047,del9_16
0.546564940849901,-0.0906675686125737,0.972141922116021,0.42355418561047,del9_16
