Gen	theta_1ABCDEF	theta_2GHIJKLM	theta_3NOPRTUV	theta_8ABCDEFNOPRTUVSXZGHIJKLMY	theta_9ABCDEFNOPRTUVSXZ	theta_10NOPRTUVSXZ	theta_11NOPRTUVS	theta_12XZ	theta_13GHIJKLMY	tau_8ABCDEFNOPRTUVSXZGHIJKLMY	tau_9ABCDEFNOPRTUVSXZ	tau_10NOPRTUVSXZ	tau_11NOPRTUVS	tau_12XZ	tau_13GHIJKLMY	lnL
82400	0.001001	0.001602	0.003147	0.005472	0.008341	0.004136	0.001218	0.001884	0.001132	0.008854	0.008448	0.006370	0.003218	0.004406	0.007516	-4689.001
82500	0.000947	0.000962	0.009611	0.002628	0.009888	0.001070	0.001649	0.002593	0.001745	0.008372	0.006052	0.005677	0.004572	0.002365	0.007038	-4692.012
82600	0.001639	0.002336	0.011280	0.003094	0.008624	0.001367	0.001287	0.001153	0.006632	0.007364	0.006146	0.005256	0.003582	0.003498	0.006008	-4690.886
82700	0.001793	0.001810	0.008095	0.005794	0.002509	0.003154	0.001775	0.001292	0.005319	0.007661	0.007211	0.006361	0.002937	0.003603	0.005960	-4700.243
82800	0.000427	0.001850	0.008075	0.005735	0.004750	0.000935	0.002430	0.002190	0.003089	0.008439	0.007248	0.006500	0.003574	0.001242	0.006262	-4694.418
82900	0.000765	0.000900	0.005614	0.008423	0.001547	0.002762	0.001883	0.001396	0.001748	0.008174	0.007901	0.007195	0.004261	0.004728	0.005545	-4692.092
83000	0.001346	0.000907	0.008675	0.002647	0.003907	0.002589	0.001865	0.001713	0.004094	0.006848	0.006611	0.006172	0.002634	0.002973	0.005507	-4690.086
83100	0.000540	0.000926	0.006742	0.006152	0.003614	0.004383	0.001208	0.001462	0.001559	0.007795	0.007598	0.006600	0.005103	0.003962	0.006322	-4688.848
83200	0.001006	0.002044	0.005895	0.002775	0.000805	0.002284	0.002089	0.002749	0.001473	0.008673	0.007642	0.006626	0.003624	0.001497	0.007182	-4690.690
83300	0.002699	0.001206	0.008988	0.011799	0.003590	0.001917	0.002730	0.001142	0.003801	0.006756	0.006516	0.005532	0.004663	0.004378	0.005763	-4694.299
83400	0.000839	0.001469	0.007205	0.003328	0.010089	0.001106	0.001259	0.002141	0.004866	0.009754	0.008933	0.008550	0.004774	0.001521	0.006509	-4697.907
83500	0.001124	0.000882	0.008656	0.004698	0.001791	0.002274	0.001235	0.003362	0.001444	0.007583	0.007560	0.004895	0.002449	0.000631	0.006374	-4696.623
83600	0.000796	0.001420	0.004655	0.001990	0.001343	0.001559	0.002138	0.001277	0.002492	0.010342	0.009927	0.008002	0.005643	0.005840	0.008862	-4693.922
83700	0.001320	0.001920	0.011247	0.004729	0.001501	0.001424	0.001500	0.001840	0.003953	0.008006	0.006666	0.004747	0.003266	0.001664	0.006206	-4688.184
83800	0.001532	0.002626	0.012438	0.007238	0.001402	0.002544	0.001800	0.002100	0.001197	0.009527	0.008599	0.007133	0.003087	0.005182	0.009438	-4699.718
83900	0.001222	0.001002	0.008483	0.004376	0.001710	0.002062	0.001245	0.003238	0.002845	0.008346	0.008042	0.006620	0.004467	0.001270	0.006920	-4694.970
84000	0.001879	0.001290	0.016294	0.003662	0.002093	0.002616	0.003511	0.001201	0.004218	0.009093	0.008767	0.006588	0.002856	0.001519	0.003744	-4697.402
84100	0.001341	0.001963	0.006566	0.005730	0.004499	0.001939	0.002943	0.002699	0.001984	0.009440	0.007499	0.006185	0.004164	0.004544	0.006442	-4700.376
84200	0.001889	0.001118	0.005315	0.005179	0.001878	0.001211	0.007429	0.002034	0.009600	0.008479	0.008304	0.005144	0.002674	0.003988	0.002311	-4694.954
84300	0.002141	0.002853	0.005831	0.013856	0.001174	0.001103	0.001174	0.001499	0.001998	0.007086	0.006653	0.006240	0.004097	0.002784	0.006820	-4698.237
84400	0.000932	0.001042	0.009056	0.005862	0.002888	0.002796	0.002368	0.001906	0.001362	0.009037	0.007285	0.005854	0.004627	0.003312	0.008478	-4687.461
84500	0.000671	0.000733	0.005605	0.003401	0.005796	0.004566	0.001646	0.000919	0.001068	0.007137	0.005643	0.005571	0.003963	0.003191	0.006621	-4699.184
84600	0.001933	0.002276	0.011865	0.006978	0.001858	0.002060	0.001218	0.002480	0.001415	0.008771	0.008535	0.006556	0.004723	0.005087	0.006761	-4701.070
84700	0.000905	0.001091	0.010908	0.003417	0.001947	0.002147	0.001210	0.001836	0.001439	0.007453	0.006848	0.006158	0.002061	0.002888	0.005583	-4703.617
84800	0.001545	0.001656	0.009379	0.003427	0.001120	0.001732	0.001551	0.001585	0.001602	0.011244	0.010788	0.005721	0.003227	0.004789	0.006521	-4695.429
84900	0.001294	0.001611	0.005078	0.002776	0.003963	0.001379	0.001889	0.003013	0.004954	0.010582	0.009998	0.007649	0.004713	0.004435	0.006758	-4698.887
85000	0.000783	0.001726	0.006285	0.006794	0.002316	0.001511	0.002303	0.002715	0.002535	0.008452	0.008209	0.005404	0.004027	0.002718	0.004521	-4697.447
85100	0.001227	0.001129	0.013307	0.004692	0.003212	0.003369	0.001209	0.001225	0.005737	0.010816	0.009764	0.004214	0.003026	0.002956	0.006444	-4707.108
85200	0.001695	0.001200	0.008232	0.002556	0.001405	0.001165	0.001193	0.002018	0.001395	0.009777	0.008708	0.006940	0.004460	0.002186	0.008391	-4707.352
85300	0.000925	0.001177	0.005417	0.003668	0.003275	0.004653	0.002317	0.003911	0.002809	0.010131	0.009084	0.006020	0.005148	0.004303	0.007386	-4691.052
85400	0.001515	0.001078	0.005167	0.003971	0.004331	0.003555	0.007021	0.002193	0.001528	0.009635	0.007915	0.005396	0.005007	0.002666	0.007677	-4692.640
85500	0.000745	0.001182	0.003337	0.005407	0.003871	0.006055	0.001405	0.003273	0.003865	0.010250	0.009528	0.007463	0.005856	0.001065	0.008273	-4694.850
85600	0.000898	0.001507	0.010146	0.006598	0.004537	0.001156	0.001410	0.001000	0.003754	0.008229	0.007988	0.003823	0.002749	0.003800	0.007067	-4704.397
85700	0.001196	0.001362	0.007698	0.003971	0.003375	0.004037	0.001053	0.000948	0.009435	0.010645	0.007307	0.004977	0.004364	0.004216	0.005713	-4699.291
85800	0.001641	0.001022	0.007407	0.003176	0.006012	0.003259	0.001631	0.001535	0.004606	0.009114	0.008656	0.004123	0.003137	0.002732	0.005759	-4702.761
85900	0.001566	0.001418	0.010143	0.006019	0.001686	0.002059	0.000987	0.002182	0.003450	0.009098	0.008390	0.004771	0.002725	0.001801	0.007601	-4692.648
86000	0.001082	0.001343	0.009970	0.005441	0.002282	0.000652	0.002473	0.002199	0.001320	0.008107	0.007822	0.006498	0.002635	0.004230	0.007317	-4690.368
86100	0.001092	0.001748	0.006161	0.007301	0.002976	0.001550	0.001240	0.002494	0.001686	0.008082	0.007556	0.005524	0.003473	0.003498	0.007090	-4693.845
86200	0.000768	0.001848	0.008112	0.004837	0.007561	0.001786	0.000883	0.001624	0.006081	0.007808	0.007447	0.006380	0.005289	0.000803	0.006494	-4697.952
86300	0.002105	0.000826	0.018827	0.008044	0.001710	0.002153	0.000792	0.006683	0.002894	0.008316	0.008053	0.006670	0.004160	0.004583	0.006587	-4698.976
86400	0.000981	0.001285	0.013069	0.005430	0.003150	0.001700	0.002315	0.003825	0.005501	0.008915	0.008623	0.006716	0.005246	0.001080	0.001769	-4703.610
86500	0.001399	0.001072	0.014209	0.003825	0.003242	0.002112	0.002820	0.007533	0.002145	0.008428	0.008385	0.005865	0.002066	0.004487	0.007317	-4697.703
86600	0.001086	0.001679	0.030246	0.006103	0.002089	0.001951	0.001185	0.001418	0.003325	0.007374	0.006279	0.005791	0.003843	0.004380	0.006663	-4691.501
86700	0.000834	0.000933	0.007819	0.005080	0.006412	0.001424	0.001367	0.001440	0.001999	0.007129	0.006475	0.005256	0.003317	0.000951	0.006714	-4696.791
86800	0.000925	0.001521	0.012730	0.007049	0.003243	0.001479	0.000886	0.001470	0.007717	0.007107	0.006940	0.005919	0.004574	0.000844	0.003850	-4694.170
86900	0.000861	0.003087	0.007396	0.005243	0.004041	0.001026	0.002745	0.001406	0.002177	0.006345	0.005376	0.004214	0.003317	0.003816	0.006012	-4696.847
87000	0.001182	0.001249	0.002343	0.011590	0.001438	0.002230	0.002128	0.002395	0.001248	0.009208	0.007784	0.007647	0.003238	0.004799	0.008118	-4692.923
87100	0.001190	0.001381	0.015987	0.007227	0.001944	0.002842	0.001295	0.000887	0.001476	0.012077	0.011890	0.005913	0.003601	0.001081	0.011223	-4702.974
87200	0.001493	0.001266	0.006745	0.006604	0.002837	0.001629	0.001485	0.001161	0.001852	0.010199	0.008729	0.006221	0.002749	0.002632	0.009062	-4702.723
87300	0.000820	0.001316	0.005286	0.004955	0.006196	0.002325	0.001760	0.002326	0.001695	0.011104	0.007103	0.006485	0.004153	0.003555	0.008812	-4701.362
87400	0.002650	0.001913	0.005731	0.003741	0.007367	0.003503	0.003405	0.001347	0.001732	0.010028	0.009786	0.004526	0.002841	0.002654	0.007802	-4713.725
87500	0.000555	0.001835	0.006777	0.003989	0.001529	0.008459	0.001917	0.001127	0.005271	0.006833	0.006266	0.005032	0.003414	0.004076	0.004724	-4688.485
87600	0.001462	0.003132	0.004255	0.003101	0.002440	0.002678	0.002139	0.002763	0.001947	0.008480	0.007010	0.006215	0.003686	0.004176	0.006344	-4694.036
87700	0.001232	0.001250	0.010839	0.009055	0.002988	0.001855	0.002911	0.003051	0.001738	0.011011	0.010960	0.006185	0.005130	0.003211	0.006346	-4702.825
87800	0.000706	0.001919	0.004976	0.004105	0.009869	0.002902	0.001924	0.002376	0.001709	0.008306	0.007791	0.005424	0.003850	0.003438	0.007495	-4694.859
87900	0.001410	0.001633	0.005611	0.006368	0.002217	0.001634	0.009122	0.001299	0.003682	0.006721	0.005862	0.003519	0.000484	0.002576	0.004521	-4694.894
88000	0.001377	0.000716	0.005468	0.006320	0.003040	0.001058	0.001533	0.004214	0.001624	0.007533	0.007211	0.005687	0.003978	0.004655	0.005342	-4702.942
88100	0.001500	0.001589	0.007707	0.003106	0.003047	0.002895	0.001207	0.003092	0.003027	0.008529	0.008426	0.007134	0.004577	0.003644	0.007026	-4696.266
88200	0.001081	0.000990	0.007665	0.002051	0.001972	0.000884	0.006552	0.002866	0.004629	0.008559	0.008504	0.006419	0.004058	0.000287	0.007264	-4701.289
88300	0.001242	0.001496	0.010721	0.003874	0.011388	0.004412	0.000895	0.001510	0.002780	0.011343	0.010795	0.006528	0.004849	0.004650	0.006777	-4703.603
88400	0.000978	0.001885	0.005779	0.002816	0.008418	0.001359	0.000940	0.001410	0.003230	0.011442	0.008390	0.007036	0.005556	0.005629	0.009937	-4689.984
88500	0.001214	0.002266	0.005074	0.007319	0.004060	0.001800	0.002585	0.002796	0.004992	0.008179	0.007390	0.005865	0.003773	0.002677	0.007809	-4695.348
88600	0.000842	0.001446	0.006035	0.004765	0.001430	0.001679	0.000830	0.004816	0.002323	0.007075	0.007052	0.005419	0.003157	0.004661	0.006115	-4695.598
88700	0.001256	0.001233	0.003509	0.004643	0.004152	0.006151	0.002304	0.001297	0.002271	0.007035	0.006713	0.004601	0.004229	0.001781	0.004587	-4694.218
88800	0.002479	0.001492	0.003002	0.004363	0.003266	0.002293	0.000870	0.003128	0.002765	0.007588	0.007498	0.006628	0.002747	0.004330	0.006840	-4700.775
88900	0.002041	0.001391	0.002723	0.013267	0.002299	0.003338	0.001381	0.002318	0.001670	0.007113	0.006993	0.006579	0.004768	0.004235	0.006985	-4694.976
89000	0.000705	0.001184	0.004485	0.004392	0.001977	0.011733	0.001740	0.001909	0.002668	0.006747	0.005686	0.005176	0.003267	0.001578	0.005754	-4693.837
89100	0.000992	0.001675	0.005079	0.002638	0.001537	0.001931	0.003615	0.010992	0.002254	0.009779	0.008851	0.006862	0.002290	0.004320	0.007732	-4685.566
89200	0.001549	0.000777	0.005688	0.002507	0.001522	0.001639	0.001741	0.004123	0.000877	0.010091	0.009243	0.008070	0.003835	0.004961	0.009488	-4695.772
89300	0.002866	0.001204	0.006873	0.006973	0.002611	0.006406	0.001003	0.000979	0.004904	0.008602	0.007602	0.006345	0.005158	0.004643	0.007638	-4687.486
89400	0.002015	0.000971	0.006850	0.005062	0.001280	0.001785	0.001235	0.002228	0.002687	0.008252	0.007835	0.004537	0.003387	0.003141	0.006973	-4705.818
89500	0.001889	0.001566	0.006406	0.007690	0.001420	0.002828	0.002151	0.001833	0.005484	0.007759	0.007668	0.005653	0.001847	0.004412	0.003881	-4704.698
89600	0.000986	0.001269	0.007299	0.002484	0.005170	0.003696	0.001391	0.001374	0.004968	0.008001	0.007142	0.005461	0.002251	0.004081	0.001883	-4698.483
89700	0.001659	0.002170	0.004429	0.004030	0.005832	0.004201	0.002584	0.001669	0.001993	0.008705	0.008701	0.006764	0.005077	0.005133	0.007348	-4690.407
89800	0.001235	0.000991	0.010305	0.002823	0.001548	0.001531	0.001740	0.002522	0.004226	0.009124	0.007935	0.007226	0.003706	0.001255	0.004047	-4695.970
89900	0.002962	0.001852	0.004105	0.001969	0.002779	0.002186	0.002041	0.000659	0.001287	0.007394	0.007282	0.005557	0.003437	0.003098	0.006001	-4701.026
90000	0.000689	0.001006	0.009321	0.007020	0.003322	0.001417	0.003288	0.001045	0.002874	0.010126	0.009708	0.006450	0.002268	0.004913	0.004497	-4690.798
90100	0.001061	0.001039	0.006843	0.004242	0.003399	0.001776	0.001601	0.004000	0.010708	0.007416	0.007039	0.005606	0.002816	0.000925	0.000473	-4693.329
90200	0.001159	0.001869	0.006021	0.007412	0.001605	0.002298	0.001758	0.000846	0.006174	0.007012	0.006742	0.006656	0.002718	0.005824	0.006342	-4697.904
90300	0.001188	0.001303	0.006431	0.001849	0.001490	0.006918	0.001103	0.003381	0.007141	0.008257	0.007803	0.006235	0.004829	0.004472	0.008185	-4701.428
90400	0.001322	0.002492	0.004078	0.003653	0.002446	0.002980	0.003799	0.001383	0.002695	0.012158	0.012108	0.008418	0.004448	0.006436	0.007469	-4696.189
90500	0.001630	0.001790	0.009504	0.002490	0.002124	0.002096	0.001559	0.001096	0.002135	0.008926	0.007914	0.007592	0.007259	0.000813	0.005477	-4700.690
90600	0.000890	0.001501	0.012794	0.008135	0.001245	0.001538	0.001531	0.003769	0.005464	0.009666	0.009304	0.007345	0.003625	0.001302	0.003215	-4698.844
90700	0.001582	0.001337	0.010099	0.008771	0.001176	0.001492	0.000656	0.001014	0.003571	0.009291	0.008462	0.004954	0.004834	0.002261	0.005941	-4711.845
90800	0.000763	0.002388	0.004961	0.006052	0.001845	0.004591	0.001593	0.004773	0.005866	0.010169	0.009149	0.006836	0.002970	0.005293	0.009085	-4697.681
90900	0.001729	0.002020	0.008072	0.002632	0.005366	0.002701	0.001148	0.004406	0.002224	0.010118	0.006906	0.005831	0.004061	0.002314	0.007349	-4696.003
91000	0.001205	0.000849	0.006664	0.003238	0.002612	0.002975	0.001021	0.001222	0.002472	0.009964	0.009091	0.006644	0.003784	0.002479	0.008931	-4695.706
91100	0.001218	0.000706	0.004024	0.003875	0.005440	0.001646	0.001829	0.002039	0.000752	0.008195	0.006072	0.004737	0.002174	0.002402	0.006304	-4696.680
91200	0.001913	0.000889	0.004146	0.008216	0.004375	0.002473	0.002425	0.002157	0.001014	0.009616	0.008959	0.005446	0.004110	0.001706	0.006944	-4700.977
91300	0.001466	0.001375	0.003539	0.004379	0.012081	0.004188	0.004300	0.004561	0.002623	0.009066	0.008160	0.005414	0.003110	0.004554	0.005937	-4698.067
91400	0.001931	0.001402	0.015583	0.003216	0.001231	0.002240	0.001454	0.004571	0.006625	0.009052	0.008434	0.007247	0.003735	0.004119	0.005543	-4697.606
91500	0.001445	0.001734	0.008963	0.002819	0.011125	0.004676	0.002405	0.006037	0.002474	0.010200	0.008796	0.005477	0.004020	0.001685	0.006656	-4689.697
91600	0.001094	0.001478	0.005351	0.008643	0.005199	0.002168	0.000987	0.000840	0.001705	0.009275	0.007697	0.007136	0.005409	0.002895	0.005656	-4691.901
91700	0.001186	0.001027	0.004735	0.005144	0.001899	0.001010	0.000797	0.001567	0.001707	0.009455	0.007986	0.005781	0.003389	0.004097	0.008561	-4694.863
91800	0.001285	0.001665	0.004752	0.004638	0.002361	0.007078	0.002026	0.002945	0.011244	0.009635	0.008101	0.008094	0.005056	0.003974	0.001702	-4701.796
91900	0.001657	0.001223	0.005275	0.004679	0.010801	0.002054	0.003054	0.002173	0.002347	0.008959	0.006613	0.006333	0.004723	0.003625	0.007016	-4695.562
92000	0.001251	0.001175	0.008117	0.006103	0.005932	0.005755	0.001052	0.002857	0.001266	0.007573	0.007403	0.004251	0.002739	0.000895	0.007295	-4695.333
92100	0.001096	0.001337	0.006132	0.004007	0.004965	0.003287	0.001678	0.001616	0.004589	0.007761	0.007731	0.005504	0.003140	0.002971	0.004556	-4704.032
92200	0.001642	0.001996	0.006179	0.011197	0.001345	0.001306	0.002031	0.002499	0.001547	0.007788	0.007622	0.007154	0.005965	0.006110	0.007590	-4690.996
92300	0.001736	0.001400	0.008967	0.013018	0.004714	0.003366	0.001082	0.002146	0.005950	0.007771	0.006706	0.005799	0.003929	0.004916	0.004078	-4694.661
92400	0.003092	0.001487	0.003511	0.008904	0.002037	0.001719	0.002645	0.001647	0.001118	0.006144	0.005460	0.004776	0.003625	0.002486	0.004960	-4697.865
92500	0.001060	0.000702	0.006568	0.004425	0.001107	0.001364	0.000763	0.005667	0.002110	0.007425	0.007419	0.005853	0.002553	0.002137	0.002295	-4704.774
92600	0.000573	0.001036	0.003613	0.005569	0.005251	0.002832	0.001591	0.001095	0.003278	0.009268	0.008965	0.007809	0.004414	0.003454	0.005823	-4696.682
92700	0.001189	0.001059	0.003037	0.002584	0.001895	0.001092	0.002948	0.001316	0.016886	0.009739	0.008887	0.007913	0.004103	0.004976	0.006978	-4690.692
92800	0.001387	0.001156	0.005455	0.003118	0.002322	0.001090	0.001402	0.002583	0.004275	0.008660	0.008016	0.006384	0.004286	0.001060	0.005942	-4697.224
92900	0.000933	0.001823	0.011244	0.004371	0.003895	0.015799	0.001209	0.001368	0.010201	0.009962	0.006607	0.006519	0.004270	0.003428	0.005843	-4693.217
93000	0.000782	0.001140	0.004145	0.005828	0.001597	0.003181	0.000954	0.002621	0.000943	0.009663	0.007362	0.007296	0.004583	0.005701	0.008420	-4703.693
93100	0.001028	0.001044	0.010922	0.010051	0.005291	0.004152	0.001992	0.001349	0.001100	0.008528	0.007679	0.004543	0.003638	0.002513	0.008090	-4696.547
93200	0.002902	0.001145	0.007043	0.003958	0.009500	0.004018	0.000949	0.002784	0.001549	0.008462	0.008223	0.006371	0.004426	0.002283	0.006577	-4694.406
93300	0.000834	0.001193	0.008211	0.005014	0.003262	0.002565	0.002327	0.001819	0.005114	0.008820	0.008820	0.005014	0.003190	0.002956	0.004799	-4689.463
93400	0.001102	0.001829	0.005944	0.003245	0.003098	0.001671	0.005336	0.006349	0.003271	0.009000	0.007872	0.007126	0.003064	0.003701	0.008756	-4698.862
93500	0.001562	0.002365	0.013266	0.001826	0.003254	0.002935	0.001603	0.001015	0.001630	0.008208	0.007916	0.006635	0.003919	0.004350	0.007616	-4700.346
93600	0.000355	0.000776	0.011720	0.001955	0.010126	0.001176	0.002771	0.003106	0.006039	0.009982	0.009601	0.006301	0.004191	0.003186	0.007789	-4702.888
93700	0.001350	0.001274	0.004175	0.002125	0.005486	0.005053	0.001157	0.001302	0.002432	0.008742	0.006174	0.004354	0.002438	0.002930	0.006139	-4697.099
93800	0.000654	0.002163	0.006835	0.005483	0.004585	0.003056	0.002859	0.003175	0.001745	0.008031	0.006928	0.006428	0.004874	0.002498	0.005784	-4696.835
93900	0.001445	0.000746	0.013130	0.003216	0.003727	0.003439	0.002711	0.004047	0.003537	0.010932	0.010303	0.007019	0.004680	0.003344	0.010600	-4693.084
94000	0.001084	0.001787	0.014154	0.005843	0.005907	0.001605	0.004254	0.001778	0.001943	0.010121	0.008026	0.006411	0.002937	0.004184	0.008473	-4692.366
94100	0.000695	0.000610	0.007780	0.004107	0.011240	0.001205	0.001059	0.005872	0.001415	0.010262	0.009687	0.008705	0.005503	0.002249	0.008185	-4695.413
94200	0.001148	0.001651	0.003024	0.003920	0.003881	0.001593	0.003227	0.003322	0.002161	0.007555	0.006521	0.005874	0.002804	0.003250	0.006061	-4691.749
94300	0.001919	0.002087	0.006257	0.004664	0.002518	0.004273	0.001093	0.005538	0.002589	0.008090	0.007263	0.004580	0.003416	0.001855	0.007088	-4693.794
94400	0.001045	0.001052	0.006615	0.004592	0.004837	0.003033	0.001042	0.001847	0.002700	0.008069	0.007579	0.005570	0.003871	0.004033	0.005680	-4690.611
94500	0.001101	0.000964	0.008051	0.009720	0.002393	0.005526	0.000807	0.003728	0.002006	0.007076	0.006804	0.004202	0.003113	0.002298	0.004585	-4693.457
94600	0.000718	0.002844	0.006589	0.006949	0.000992	0.001769	0.001589	0.001662	0.005487	0.006301	0.006278	0.005330	0.002145	0.004052	0.003549	-4695.270
94700	0.000809	0.000821	0.006344	0.010097	0.001391	0.001961	0.003243	0.003113	0.001698	0.007228	0.007024	0.005820	0.002669	0.002346	0.006689	-4701.025
94800	0.001548	0.000924	0.004861	0.005876	0.004700	0.002452	0.002756	0.002248	0.002169	0.008744	0.008671	0.008323	0.003875	0.004752	0.004135	-4701.416
94900	0.001660	0.001214	0.004552	0.004931	0.001252	0.000644	0.001331	0.002351	0.002125	0.006221	0.006145	0.005883	0.002428	0.003336	0.004430	-4699.960
95000	0.001447	0.001738	0.013424	0.012389	0.001283	0.001682	0.000942	0.001276	0.001693	0.007414	0.006641	0.005669	0.002649	0.005365	0.006645	-4700.044
95100	0.000804	0.001756	0.004002	0.006788	0.000740	0.001324	0.001758	0.001339	0.003111	0.007045	0.006995	0.005931	0.003472	0.003793	0.003487	-4696.677
95200	0.001073	0.000813	0.007745	0.009373	0.001389	0.001147	0.001965	0.000816	0.003677	0.007273	0.006962	0.005916	0.002576	0.002554	0.007207	-4698.102
95300	0.001332	0.003183	0.004421	0.004686	0.002619	0.001312	0.002302	0.001143	0.002400	0.007903	0.007538	0.006549	0.003538	0.003624	0.007461	-4691.058
95400	0.000878	0.000692	0.008095	0.003314	0.002510	0.001554	0.003459	0.001363	0.001151	0.007783	0.006375	0.005582	0.003506	0.003132	0.005804	-4707.644
95500	0.001972	0.002734	0.004647	0.004910	0.005438	0.001300	0.002532	0.002517	0.002390	0.010381	0.009910	0.005792	0.004988	0.002741	0.009635	-4692.639
95600	0.000950	0.000976	0.006966	0.006534	0.001990	0.001252	0.003411	0.001831	0.002404	0.006559	0.006131	0.004075	0.002502	0.003097	0.006152	-4693.238
95700	0.002268	0.002486	0.010372	0.003764	0.007202	0.001327	0.001207	0.004872	0.005601	0.010345	0.008474	0.006920	0.005245	0.001567	0.000501	-4695.988
95800	0.000957	0.002196	0.006691	0.002508	0.003905	0.002302	0.002008	0.001690	0.006314	0.010384	0.008884	0.007154	0.004313	0.004344	0.006567	-4697.229
95900	0.000839	0.002906	0.006387	0.003384	0.002840	0.001611	0.001817	0.001552	0.003702	0.008273	0.008058	0.006207	0.005017	0.003103	0.007518	-4704.420
